X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,FLAGS_MODEL,NITER_MODEL,XMODEL_IMAGE,YMODEL_IMAGE,FLUX_POINTSOURCE,FLUXERR_POINTSOURCE,MAG_POINTSOURCE,MAGERR_POINTSOURCE,FLUXRATIO_POINTSOURCE,FLUXRATIOERR_POINTSOURCE,FILTER,PSF_ZP,OBS_IDENTIFIER
1029.4597,307.56592,1029.5041705376734,307.6705460563939,0.024978667,0.024513913,259.99671540477317,57.966703004795306,2.044619,0.0005782581,2644.3843,28.058777,93.26307,1.0938816,128.145,-8.555812,0.0115232235,0,15.351413,0.5319947,0,13,1029.4931406378746,307.65786349773407,4701.208,48.611584,-9.180524,0.011229493,1.0,0.0,i,25.39295352783203,20251017135-812
810.1804,297.80148,810.2648992362532,297.649570907259,0.04093895,0.039203063,260.0170358564391,57.98897775988962,1.7427782,0.000775062,988.34973,19.667057,51.557446,1.2882346,96.274704,-7.4872766,0.02161019,0,15.885865,0.36093035,0,24,810.3875830769539,297.44640094041824,1987.2777,34.90469,-8.245646,0.019074583,1.0,0.0,i,25.39295352783203,20251017135-812
837.9152,288.6448,837.9266141771019,288.68572808416985,0.026319806,0.02578335,260.01646882673936,57.985714886042885,1.9996558,0.00056383054,2332.1057,26.719835,87.00942,1.0749248,130.66573,-8.419371,0.012442721,0,15.920229,0.55946815,0,26,837.9471163861454,288.64221665263176,4108.326,40.750324,-9.0341625,0.010771991,1.0,0.0,i,25.39295352783203,20251017135-812
1002.5834,286.04495,1002.6439526912752,286.0863721977513,0.012989068,0.0125982165,260.0031790117368,57.968531819399495,2.3554783,0.00055936386,9944.965,48.18471,194.5014,1.0709922,401.2125,-9.994008,0.005261818,0,15.544549,0.969718,0,17,1002.6643762588501,286.0867102816701,14154.324,59.228333,-10.377223,0.0045443336,1.0,0.0,i,25.39295352783203,20251017135-812
1120.3674,276.08286,1120.3972328480716,276.071888147487,0.025372148,0.024953084,259.9952785100479,57.955886463690966,2.063759,0.00057883107,2611.602,27.952364,92.63197,1.1200749,127.30031,-8.542268,0.011623619,0,15.492161,0.5396275,0,22,1120.381796181202,276.055138386786,4642.36,36.848656,-9.166847,0.008620108,1.0,0.0,i,25.39295352783203,20251017135-812
1178.9938,271.86053,1178.966104589231,271.80123687435815,0.0372446,0.036470674,259.99121231405036,57.949628067331005,1.8352412,0.0005868896,1206.4419,20.850178,58.494713,1.2055389,72.99738,-7.703766,0.018768657,0,15.269708,0.4922436,0,22,1178.9471959285438,271.7920658737421,2543.8682,34.685654,-8.513737,0.0148076145,1.0,0.0,i,25.39295352783203,20251017135-812
995.88544,184.88805,996.0154181618651,184.82333049319928,0.03568416,0.03509522,260.02350691319236,57.96473792146916,1.9019256,0.00057174853,1380.0356,22.532444,62.377964,1.1282086,77.69532,-7.8497257,0.017731596,0,15.825092,0.4950721,0,14,995.9976128838025,184.76693408191204,2696.4849,39.166557,-8.576995,0.015774196,1.0,0.0,i,25.39295352783203,20251017135-812
1480.0603,132.53766,1480.1359204868693,132.5651102215921,0.016602598,0.016043292,259.9931966874785,57.91226086983167,2.3030493,0.0005611063,6357.362,40.34918,151.64584,1.0965049,269.6803,-9.508192,0.006892672,0,18.120834,0.9326841,0,14,1480.1286487579346,132.57047644257545,9804.326,73.14411,-9.978544,0.008101985,1.0,0.0,i,25.39295352783203,20251017135-812
1018.2236,119.74214,1018.2180681146795,119.77270820397217,0.032436058,0.031839218,260.03434568874934,57.959557614303655,2.0036058,0.0005798812,1743.564,24.467495,71.697556,1.139871,87.30504,-8.103595,0.015239877,0,15.8069105,0.49080393,0,29,1018.2155947089195,119.74515682458878,3165.3208,34.5143,-8.751044,0.011841621,1.0,0.0,i,25.39295352783203,20251017135-812
1197.17,95.93752,1197.2335501517002,95.96157966354356,0.026281219,0.025759878,260.0239986550926,57.939956088447026,2.0836236,0.00059324433,2525.793,27.821156,90.562416,1.140104,122.02086,-8.505995,0.011962094,0,16.568306,0.5424993,0,20,1197.2260953187943,95.93760013952851,4475.096,38.368847,-9.127006,0.009311211,1.0,0.0,i,25.39295352783203,20251017135-812
1459.1166,73.20519,1459.1929553329157,73.21336743532935,0.013948475,0.013493325,260.00651964044823,57.91180613121686,2.3575757,0.00056192395,8905.78,46.272102,182.35388,1.0551658,354.17087,-9.87418,0.0056425715,0,17.615108,0.9639201,0,27,1459.199563845992,73.2275146394968,12996.354,73.33074,-10.284554,0.006127656,1.0,0.0,i,25.39295352783203,20251017135-812
751.57983,47.45284,751.6090425819882,47.54835345363182,0.038071603,0.037511557,260.07080891344236,57.983976058709494,1.9170512,0.0005532802,1285.4591,22.147581,58.81838,1.0848798,73.24032,-7.7726455,0.018711038,0,15.910235,0.4623468,0,26,751.6002854406834,47.53638857603073,2327.8108,44.354134,-8.417369,0.020692656,1.0,0.0,i,25.39295352783203,20251017135-812
1591.8942,35.662384,1591.9578576631177,35.72259589262199,0.034439776,0.033765204,260.0027313715333,57.89639018657863,2.1198473,0.00056446,1806.7611,25.848303,70.77655,1.1606728,89.61435,-8.142252,0.015536784,0,18.03907,0.5044106,0,26,1591.9580141603947,35.7553965896368,3276.411,45.04994,-8.788496,0.014932265,1.0,0.0,i,25.39295352783203,20251017135-812
